sex,recency,history,mens_product_purchase,womens_product_purchase,area_classification,newbie,channel,segment,visit,conversion,spend
男性,3,3197,1,0,都会,0,ウェブ,送付なし,1,0,0
女性,4,68340,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,9,3229,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,10,5573,0,1,都会,0,スマートフォン,送付あり,1,0,0
女性,6,2999,1,0,都会,1,スマートフォン,送付なし,1,0,0
女性,6,36947,0,1,郊外,0,スマートフォン,送付なし,0,0,0
男性,10,16256,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,6,2999,1,0,郊外,1,スマートフォン,送付なし,0,0,0
男性,4,24647,0,1,地方,1,複数,送付なし,1,0,0
女性,1,20613,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,3,50828,1,0,郊外,1,複数,送付なし,1,0,0
女性,11,2999,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,1,40591,0,1,郊外,0,複数,送付なし,0,0,0
男性,1,42524,1,0,都会,0,複数,送付なし,1,0,0
女性,1,11567,1,0,郊外,1,ウェブ,送付なし,1,0,0
男性,2,70939,1,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,8,15481,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,7,21473,0,1,郊外,0,複数,送付なし,0,0,0
男性,9,2999,0,1,都会,1,ウェブ,送付あり,1,0,0
女性,3,2999,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,7,19580,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,5,4971,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,12,4237,1,0,地方,0,ウェブ,送付あり,1,0,0
女性,4,3314,1,0,郊外,0,スマートフォン,送付なし,1,0,0
男性,1,73310,1,0,郊外,1,スマートフォン,送付なし,1,0,0
女性,5,5500,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,1,27329,0,1,郊外,1,複数,送付なし,1,0,0
男性,8,2999,1,0,都会,1,スマートフォン,送付なし,0,0,0
女性,11,28004,0,1,郊外,1,複数,送付なし,0,0,0
男性,4,12979,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,1,7954,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,8,39297,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,4,74139,1,0,都会,1,複数,送付あり,0,0,0
女性,1,38097,1,1,都会,0,ウェブ,送付あり,1,0,0
女性,10,6337,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,2,117161,1,0,地方,1,複数,送付なし,1,0,0
男性,6,2999,1,0,郊外,1,ウェブ,送付なし,0,0,0
女性,10,35042,1,1,郊外,0,スマートフォン,送付なし,0,0,0
男性,8,10992,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,10,4269,0,1,地方,1,スマートフォン,送付なし,0,0,0
男性,1,2999,0,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,4,8205,0,1,郊外,1,スマートフォン,送付なし,1,0,0
男性,10,11324,1,0,都会,1,スマートフォン,送付あり,0,0,0
女性,3,196820,0,1,都会,1,スマートフォン,送付あり,0,0,0
女性,10,2999,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,3,2999,1,0,地方,1,スマートフォン,送付あり,1,0,0
女性,1,25548,0,1,都会,1,複数,送付あり,0,0,0
女性,7,16124,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,10,8996,1,0,都会,1,スマートフォン,送付あり,0,0,0
男性,10,11134,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,5,12631,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,4,2999,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,5,12266,1,0,地方,0,ウェブ,送付あり,1,0,0
女性,8,44536,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,2,14222,1,0,地方,0,ウェブ,送付なし,1,0,0
男性,9,5324,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,11,22734,1,0,郊外,0,ウェブ,送付なし,0,0,0
女性,4,54641,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,1,36099,0,1,地方,0,ウェブ,送付あり,1,0,0
女性,2,10623,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,9,2999,1,0,都会,0,スマートフォン,送付なし,0,0,0
女性,2,18739,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,9,18495,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,7,11741,1,0,郊外,0,スマートフォン,送付なし,1,0,0
男性,9,5499,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,7,2999,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,4,37940,1,0,都会,1,ウェブ,送付なし,1,0,0
女性,1,9847,1,0,都会,1,スマートフォン,送付あり,0,0,0
男性,9,3425,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,3,23281,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,8,9823,0,1,都会,0,スマートフォン,送付なし,0,0,0
女性,10,51964,0,1,都会,1,ウェブ,送付あり,0,0,0
男性,4,31743,1,1,都会,0,ウェブ,送付あり,1,0,0
男性,3,31938,1,0,都会,1,複数,送付あり,1,0,0
女性,4,7604,1,0,郊外,0,スマートフォン,送付なし,1,0,0
男性,9,2999,1,0,地方,1,スマートフォン,送付なし,0,0,0
女性,1,20303,0,1,都会,0,スマートフォン,送付あり,1,0,0
女性,7,16792,0,1,郊外,0,スマートフォン,送付あり,1,1,9159
男性,7,34210,0,1,都会,0,複数,送付あり,1,0,0
女性,1,15869,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,9,11045,1,0,都会,1,ウェブ,送付あり,0,0,0
男性,1,24716,1,1,都会,0,スマートフォン,送付あり,1,0,0
女性,7,8521,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,7,52182,1,0,郊外,1,スマートフォン,送付なし,0,0,0
男性,1,100175,1,1,都会,1,複数,送付なし,1,0,0
女性,9,75866,1,1,都会,1,スマートフォン,送付あり,0,0,0
女性,7,21255,1,0,地方,1,ウェブ,送付あり,0,0,0
男性,9,34128,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,3,7025,0,1,地方,1,スマートフォン,送付なし,0,0,0
男性,5,17332,1,0,地方,0,スマートフォン,送付なし,0,0,0
男性,4,86959,0,1,都会,1,複数,送付なし,1,0,0
女性,5,18481,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,6,24289,1,1,郊外,0,スマートフォン,送付なし,0,0,0
男性,1,75450,1,1,郊外,1,スマートフォン,送付なし,1,0,0
男性,11,11915,0,1,都会,1,スマートフォン,送付あり,0,0,0
女性,12,13485,1,0,郊外,0,スマートフォン,送付なし,1,0,0
男性,10,15252,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,4,11661,0,1,郊外,1,ウェブ,送付あり,1,0,0
男性,4,39828,1,0,都会,0,複数,送付なし,0,0,0
男性,12,2999,0,1,郊外,0,ウェブ,送付なし,0,0,0
男性,6,9361,1,0,郊外,0,ウェブ,送付なし,1,0,0
男性,1,4925,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,12,19618,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,2,18637,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,4,12248,1,0,地方,1,スマートフォン,送付あり,0,0,0
女性,7,7462,0,1,郊外,0,ウェブ,送付なし,1,0,0
女性,12,15190,0,1,地方,1,ウェブ,送付なし,0,0,0
男性,2,39375,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,12,10582,1,0,郊外,1,スマートフォン,送付あり,0,0,0
女性,8,20925,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,7,21343,1,0,地方,0,スマートフォン,送付なし,0,0,0
男性,8,22022,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,11,37288,0,1,都会,0,スマートフォン,送付あり,1,0,0
女性,9,13708,1,0,地方,0,スマートフォン,送付なし,1,0,0
男性,12,2999,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,7,3917,1,0,地方,0,スマートフォン,送付なし,1,0,0
男性,3,87130,1,0,地方,1,スマートフォン,送付あり,1,0,0
女性,5,32308,1,0,郊外,0,複数,送付あり,1,0,0
男性,3,87572,1,0,都会,1,スマートフォン,送付なし,1,0,0
男性,10,29344,0,1,都会,0,スマートフォン,送付あり,1,0,0
女性,11,23898,1,1,都会,0,ウェブ,送付あり,1,0,0
女性,6,2999,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,9,9241,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,1,55288,1,0,郊外,1,ウェブ,送付あり,1,0,0
男性,10,2999,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,10,9265,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,5,6915,0,1,都会,1,ウェブ,送付なし,0,0,0
女性,10,21287,1,1,都会,1,ウェブ,送付あり,0,0,0
男性,9,2999,1,0,郊外,1,スマートフォン,送付なし,0,0,0
女性,12,3814,1,0,地方,1,スマートフォン,送付あり,0,0,0
男性,2,12861,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,9,28597,0,1,都会,0,複数,送付あり,1,0,0
男性,1,20834,0,1,地方,1,スマートフォン,送付あり,0,0,0
男性,8,14931,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,2,39767,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,12,38577,0,1,郊外,0,複数,送付なし,0,0,0
男性,10,8448,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,10,16533,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,7,33965,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,9,26145,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,2,6287,1,0,郊外,1,ウェブ,送付なし,1,0,0
女性,1,61791,1,0,郊外,1,複数,送付あり,0,0,0
女性,11,2999,1,0,地方,1,スマートフォン,送付なし,0,0,0
女性,2,3400,1,0,都会,1,スマートフォン,送付なし,1,0,0
男性,11,5168,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,8,2999,1,0,地方,0,ウェブ,送付なし,1,0,0
女性,9,8117,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,9,2999,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,1,54141,1,0,地方,1,スマートフォン,送付あり,0,0,0
男性,2,73427,0,1,郊外,1,複数,送付なし,0,0,0
男性,8,2999,1,0,都会,1,スマートフォン,送付なし,1,0,0
女性,4,11083,0,1,郊外,1,ウェブ,送付あり,1,0,0
女性,2,3397,1,0,郊外,1,スマートフォン,送付なし,0,0,0
男性,8,32330,1,0,郊外,1,スマートフォン,送付あり,0,0,0
女性,9,7347,0,1,都会,0,ウェブ,送付なし,0,0,0
女性,1,91954,0,1,郊外,1,ウェブ,送付なし,1,0,0
男性,7,3711,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,3,39479,1,1,郊外,0,スマートフォン,送付なし,0,0,0
男性,5,2999,1,0,地方,0,スマートフォン,送付なし,1,0,0
男性,5,41174,1,0,都会,1,スマートフォン,送付あり,0,0,0
女性,11,2999,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,11,19372,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,6,30516,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,8,32224,1,0,都会,0,複数,送付あり,1,0,0
女性,10,25860,1,0,都会,0,スマートフォン,送付なし,0,0,0
女性,2,14912,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,1,79041,1,0,郊外,1,スマートフォン,送付なし,1,0,0
男性,1,18461,1,0,都会,1,ウェブ,送付あり,1,0,0
女性,1,54108,1,1,郊外,1,ウェブ,送付あり,0,0,0
男性,1,62769,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,10,32670,1,0,郊外,0,複数,送付なし,0,0,0
男性,1,84769,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,4,4763,1,0,郊外,1,スマートフォン,送付あり,1,0,0
女性,8,3817,0,1,都会,0,スマートフォン,送付なし,0,0,0
男性,5,9903,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,12,10468,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,3,4599,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,2,10084,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,10,36588,0,1,地方,1,ウェブ,送付なし,0,0,0
女性,3,51486,1,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,1,27600,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,6,17756,1,0,郊外,0,ウェブ,送付なし,1,0,0
女性,10,79936,1,1,地方,1,スマートフォン,送付なし,0,0,0
女性,8,8316,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,3,9888,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,4,59675,1,0,都会,1,複数,送付あり,1,0,0
女性,2,37650,1,0,都会,0,複数,送付なし,1,0,0
男性,8,3093,1,0,郊外,1,スマートフォン,送付なし,0,0,0
男性,7,2999,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,3,34497,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,2,6440,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,8,22477,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,1,107022,1,0,郊外,1,複数,送付あり,1,0,0
男性,8,5320,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,8,28611,0,1,都会,0,複数,送付なし,0,0,0
女性,7,9794,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,11,37361,1,0,郊外,0,複数,送付あり,1,0,0
男性,9,12866,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,1,44502,1,0,郊外,0,スマートフォン,送付なし,1,0,0
女性,7,9380,0,1,地方,1,スマートフォン,送付なし,0,0,0
男性,4,13419,0,1,郊外,1,スマートフォン,送付なし,1,0,0
男性,5,27513,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,5,11932,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,8,29897,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,10,5284,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,10,2999,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,6,12409,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,2,12697,0,1,都会,1,ウェブ,送付なし,0,0,0
女性,12,5926,0,1,地方,0,スマートフォン,送付なし,0,0,0
女性,2,2999,1,0,都会,1,スマートフォン,送付なし,0,0,0
女性,12,4714,1,0,都会,1,スマートフォン,送付なし,0,0,0
女性,1,51829,1,0,郊外,1,複数,送付あり,1,0,0
女性,6,16649,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,1,47048,1,1,都会,0,スマートフォン,送付なし,1,0,0
男性,4,67178,1,1,郊外,1,ウェブ,送付なし,1,0,0
男性,10,26048,1,1,郊外,0,複数,送付なし,0,0,0
男性,2,16554,0,1,郊外,0,ウェブ,送付なし,1,0,0
男性,3,45315,1,1,都会,1,複数,送付なし,1,0,0
女性,5,31527,0,1,都会,1,ウェブ,送付なし,1,0,0
男性,12,32630,1,0,地方,0,ウェブ,送付なし,0,0,0
男性,2,41672,1,0,都会,0,スマートフォン,送付なし,0,0,0
女性,2,26113,1,1,郊外,0,ウェブ,送付あり,1,0,0
男性,2,44063,1,1,地方,0,スマートフォン,送付なし,0,0,0
女性,6,32229,0,1,郊外,0,複数,送付あり,1,0,0
男性,6,37077,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,1,2999,1,0,地方,1,スマートフォン,送付あり,0,0,0
女性,4,11974,0,1,地方,1,ウェブ,送付あり,0,0,0
男性,9,28902,0,1,都会,0,スマートフォン,送付なし,0,0,0
女性,6,16325,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,12,2999,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,10,12232,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,10,2999,0,1,地方,1,スマートフォン,送付なし,0,0,0
男性,1,51052,1,1,郊外,1,ウェブ,送付あり,0,0,0
男性,10,17432,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,6,22802,1,1,郊外,0,ウェブ,送付あり,1,0,0
女性,7,12072,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,7,8540,0,1,郊外,1,ウェブ,送付なし,1,0,0
女性,2,21246,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,6,57054,1,0,郊外,1,スマートフォン,送付なし,0,0,0
男性,7,3797,1,0,地方,0,スマートフォン,送付なし,0,0,0
女性,3,58580,1,0,都会,1,スマートフォン,送付なし,0,0,0
女性,2,88050,1,1,都会,1,複数,送付あり,0,0,0
男性,9,5403,1,0,都会,1,ウェブ,送付なし,0,0,0
女性,10,44459,1,0,郊外,0,複数,送付なし,1,0,0
男性,8,9073,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,10,35662,0,1,都会,0,スマートフォン,送付なし,0,0,0
女性,11,25958,0,1,地方,1,ウェブ,送付あり,0,0,0
女性,1,56913,1,0,郊外,1,スマートフォン,送付あり,1,1,14451
女性,10,2999,1,0,都会,1,ウェブ,送付なし,0,0,0
女性,1,19181,1,0,郊外,1,ウェブ,送付あり,1,0,0
男性,9,2999,1,0,都会,1,スマートフォン,送付あり,0,0,0
女性,1,27522,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,1,8470,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,9,15841,1,0,郊外,1,ウェブ,送付なし,0,0,0
女性,7,52652,0,1,都会,1,スマートフォン,送付なし,1,0,0
男性,9,12617,1,0,都会,1,ウェブ,送付あり,1,0,0
女性,2,11186,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,11,22259,0,1,郊外,1,ウェブ,送付なし,0,0,0
男性,1,25075,0,1,郊外,1,スマートフォン,送付あり,1,0,0
女性,12,21725,0,1,都会,1,複数,送付なし,0,0,0
男性,1,90599,1,0,地方,1,ウェブ,送付なし,0,0,0
男性,11,5156,1,0,都会,1,スマートフォン,送付あり,0,0,0
女性,2,5992,0,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,11,20979,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,11,31219,1,1,郊外,1,ウェブ,送付あり,0,0,0
女性,2,43831,0,1,郊外,1,ウェブ,送付あり,1,0,0
女性,2,7208,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,2,2999,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,4,12166,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,3,28952,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,9,25115,1,1,都会,1,スマートフォン,送付あり,0,0,0
男性,1,42410,0,1,都会,1,複数,送付なし,0,0,0
男性,10,5180,1,0,郊外,1,スマートフォン,送付なし,0,0,0
男性,7,4287,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,10,98524,0,1,郊外,1,ウェブ,送付なし,1,0,0
女性,9,10762,0,1,地方,1,スマートフォン,送付なし,0,0,0
男性,1,6338,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,7,3651,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,8,14886,1,0,郊外,1,スマートフォン,送付なし,0,0,0
男性,3,33496,1,0,地方,0,スマートフォン,送付あり,1,0,0
女性,4,9521,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,7,58415,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,10,38723,1,1,地方,0,スマートフォン,送付なし,0,0,0
女性,5,9013,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,7,3690,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,1,14456,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,3,19399,0,1,郊外,0,スマートフォン,送付なし,1,0,0
女性,2,28381,1,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,2,3704,1,0,地方,0,スマートフォン,送付なし,1,0,0
女性,1,52480,0,1,地方,1,スマートフォン,送付なし,1,0,0
男性,1,7027,1,0,郊外,1,スマートフォン,送付なし,0,0,0
男性,9,2999,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,2,42969,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,4,37095,0,1,都会,0,スマートフォン,送付なし,1,1,2999
男性,6,15572,0,1,郊外,0,ウェブ,送付なし,0,0,0
男性,8,28680,1,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,4,32910,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,2,44413,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,7,7665,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,7,6330,0,1,都会,0,スマートフォン,送付あり,1,0,0
女性,7,33691,1,1,郊外,0,複数,送付あり,1,0,0
男性,4,27923,1,1,都会,0,ウェブ,送付なし,1,0,0
男性,12,7352,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,7,5067,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,9,2999,0,1,地方,1,ウェブ,送付なし,0,0,0
女性,4,16806,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,8,8637,1,0,都会,1,スマートフォン,送付なし,0,0,0
女性,5,99070,1,1,郊外,1,複数,送付なし,0,0,0
女性,11,18920,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,9,38127,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,1,7298,0,1,都会,0,ウェブ,送付なし,1,0,0
女性,9,21466,0,1,郊外,1,ウェブ,送付なし,1,0,0
女性,4,9042,1,0,都会,1,ウェブ,送付なし,1,0,0
男性,3,15072,0,1,郊外,0,ウェブ,送付なし,1,0,0
男性,5,6947,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,1,59826,1,0,都会,1,スマートフォン,送付あり,0,0,0
男性,10,8587,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,11,24263,1,1,都会,0,ウェブ,送付なし,1,0,0
男性,12,14216,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,10,3343,0,1,地方,1,スマートフォン,送付あり,0,0,0
女性,1,34405,1,1,郊外,0,ウェブ,送付あり,1,0,0
女性,10,26262,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,6,99315,1,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,10,2999,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,11,2999,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,11,25273,1,0,郊外,1,スマートフォン,送付なし,0,0,0
女性,7,23868,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,4,3363,0,1,都会,1,ウェブ,送付なし,1,0,0
男性,3,15728,0,1,都会,0,ウェブ,送付なし,1,0,0
女性,10,2999,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,10,31447,1,0,郊外,0,スマートフォン,送付なし,0,0,0
女性,4,19445,1,0,郊外,1,スマートフォン,送付なし,1,0,0
男性,10,2999,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,11,5569,1,0,郊外,0,スマートフォン,送付なし,0,0,0
女性,8,14191,1,0,郊外,0,ウェブ,送付なし,0,0,0
女性,10,26732,1,0,郊外,0,複数,送付あり,1,0,0
女性,7,5527,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,6,2999,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,5,3843,0,1,地方,0,スマートフォン,送付なし,0,0,0
男性,10,21888,0,1,地方,0,スマートフォン,送付なし,1,0,0
女性,4,132592,1,0,郊外,1,複数,送付なし,0,0,0
女性,5,12906,1,0,都会,0,スマートフォン,送付なし,1,0,0
男性,6,2999,0,1,都会,1,スマートフォン,送付あり,0,0,0
女性,5,48084,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,10,2999,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,2,21585,0,1,郊外,1,複数,送付あり,0,0,0
女性,2,4315,1,0,都会,0,スマートフォン,送付なし,0,0,0
女性,10,4158,0,1,郊外,1,ウェブ,送付あり,1,0,0
女性,8,3447,1,0,都会,1,スマートフォン,送付あり,0,0,0
男性,3,25017,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,4,32293,1,0,郊外,1,複数,送付なし,1,0,0
男性,1,52558,1,0,都会,1,ウェブ,送付あり,1,0,0
男性,5,138481,1,0,郊外,1,スマートフォン,送付あり,0,0,0
男性,8,14277,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,6,4070,0,1,地方,1,ウェブ,送付なし,0,0,0
女性,11,2999,1,0,地方,0,ウェブ,送付あり,1,0,0
男性,10,10441,0,1,郊外,0,ウェブ,送付なし,0,0,0
女性,1,42140,1,0,郊外,0,複数,送付なし,1,0,0
女性,5,42573,1,0,地方,0,ウェブ,送付あり,1,0,0
男性,5,17561,1,0,都会,1,スマートフォン,送付あり,0,0,0
女性,9,13938,1,0,地方,0,スマートフォン,送付なし,0,0,0
男性,8,31729,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,8,15363,0,1,郊外,1,ウェブ,送付あり,1,0,0
男性,9,35653,1,0,都会,0,スマートフォン,送付なし,0,0,0
女性,10,4015,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,8,31133,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,4,4168,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,1,2999,1,0,郊外,0,ウェブ,送付なし,1,0,0
男性,9,10933,1,0,都会,1,ウェブ,送付あり,1,0,0
男性,9,2999,1,0,郊外,1,スマートフォン,送付なし,0,0,0
男性,7,7886,0,1,地方,0,スマートフォン,送付なし,0,0,0
男性,5,40652,0,1,郊外,0,複数,送付あり,1,0,0
女性,1,35700,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,10,37889,1,0,地方,1,ウェブ,送付あり,0,0,0
男性,2,19260,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,1,80149,1,1,都会,1,スマートフォン,送付なし,0,0,0
女性,1,44327,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,5,47728,1,1,都会,0,複数,送付あり,1,1,34100
女性,6,23251,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,11,2999,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,6,14413,1,0,郊外,1,スマートフォン,送付なし,0,0,0
女性,1,39478,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,3,7469,0,1,郊外,1,ウェブ,送付あり,1,0,0
男性,10,19934,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,10,27957,1,0,地方,1,ウェブ,送付なし,0,0,0
男性,9,13536,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,2,38783,0,1,郊外,1,スマートフォン,送付あり,1,0,0
女性,3,2999,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,9,3521,1,0,郊外,1,スマートフォン,送付なし,0,0,0
男性,2,27069,1,1,郊外,0,ウェブ,送付あり,1,0,0
女性,10,25438,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,7,4914,0,1,地方,0,スマートフォン,送付なし,0,0,0
男性,2,2999,1,0,都会,0,スマートフォン,送付なし,1,0,0
女性,1,95632,0,1,地方,1,ウェブ,送付なし,0,0,0
男性,9,7134,1,0,地方,1,ウェブ,送付なし,0,0,0
女性,10,2999,0,1,都会,1,スマートフォン,送付なし,1,0,0
男性,5,71297,1,0,郊外,1,複数,送付なし,0,0,0
女性,7,11059,0,1,都会,0,スマートフォン,送付あり,1,0,0
女性,4,15441,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,7,71339,1,1,郊外,1,ウェブ,送付あり,0,0,0
男性,9,15666,0,1,都会,0,スマートフォン,送付あり,1,0,0
女性,7,28137,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,4,12700,0,1,地方,1,ウェブ,送付なし,1,0,0
